Jaar-maandnummer (instroomdatum);Aantal zaken;Eerste Asiel aanvraag indicatie (zaak);Jaar (standdatum);Jaar (instroomdatum);Werksoort (zaak);Gevraagde kwalificatie (zaak);Geleverde kwalificatie (zaak);Zaak definitief indicatie (zaak);Afdoeningswijze (zaak definitief);Nationaliteit lange omschrijving (subject instroomdatum);Nationaliteit lange omschrijving (subject uitstroomdatum)
201810;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Kennelijk ongegrond;;
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Buiten behandeling stellen;;
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Niet ontvankelijk;;
201810;65;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;;Onbekend
201810;1;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201810;35;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Belarus (Wit-Rusland);Onbekend
201810;3;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Kennelijk ongegrond;;
201810;3;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;;
201810;100;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201810;13;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201810;192;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;
201810;20;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201810;15;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201810;11;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201810;3;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201811;22;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Belarus (Wit-Rusland);Onbekend
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Ongegrond;;
201811;3;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Niet in behandeling nemen;;
201811;5;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201811;284;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201811;3;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;N;Onbekend;;Onbekend
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Kennelijk ongegrond;;
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Intrekking door klant;;
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Bangladesh;Onbekend
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Intrekking door klant;;
201811;3;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Armenië;Onbekend
201811;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201811;8;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;;
201811;68;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;
201811;54;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;Onbekend;N;Onbekend;;Onbekend
201811;9;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;N;Onbekend;;Onbekend
201811;95;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201811;131;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201811;5;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Kennelijk ongegrond;;
201811;72;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;;Onbekend
201811;6;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Intrekking door klant;;
201811;26;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201811;4;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201811;1.265;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201811;135;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201811;9;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201811;4;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;Burger van Bosnië-Herzegovina;Burger van Bosnië-Herzegovina
201811;118;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;Burger van Bangladesh;Burger van Bangladesh
201811;20;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;;
201811;3;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Niet in behandeling nemen;;
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Ongegrond;;
201811;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Armenië;Burger van Armenië
201811;8;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201811;20;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201812;4;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Intrekking door klant;;
201812;5;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;
201812;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201812;5;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Bosnië-Herzegovina;Onbekend
201812;4;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201812;234;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201812;8;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201812;11;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;N;Onbekend;;Onbekend
201812;1.460;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201812;7;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;N;Onbekend;;Onbekend
201812;7;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;;
201812;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;;
201812;11;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;Burger van Bosnië-Herzegovina;Burger van Bosnië-Herzegovina
201812;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;Burger van Dominicaanse Republiek;Onbekend
201812;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Bangladesh;Onbekend
201812;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van de Bondsrepubliek Duitsland;Onbekend
201812;1;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201812;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201812;66;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;;Onbekend
201812;106;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201812;115;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;Onbekend;N;Onbekend;;Onbekend
201812;13;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Belarus (Wit-Rusland);Onbekend
201812;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201812;140;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201812;3;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201812;42;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
